ts_unix_ms,ts_utc,pump_1_status,pump_1_sp,pump_1_speed,pump_2_status,pump_2_sp,pump_2_speed,pump_3_status,pump_3_sp,pump_3_speed,pump_4_status,pump_4_sp,pump_4_speed,magneticStirrer_bioreactor_status,magneticStirrer_bioreactor_sp,magneticStirrer_bioreactor_speed,magneticStirrer_bioreactor_fan_duty_cycle,magneticStirrer_lagoon_status,magneticStirrer_lagoon_sp,magneticStirrer_lagoon_speed,magneticStirrer_lagoon_fan_duty_cycle,valve_bio2lag_status,valve_sug2lag_status,od_bioreactor_status,od_bioreactor_value,od_lagoon_status,od_lagoon_value,tempCtrl_bioreactor_status,tempCtrl_bioreactor_sp,tempCtrl_bioreactor_value,tempCtrl_bioreactor_heater_duty_cycle,tempCtrl_lagoon_status,tempCtrl_lagoon_sp,tempCtrl_lagoon_value,tempCtrl_lagoon_heater_duty_cycle,phtCount_lagoon_status,phtCount_lagoon_value,phtCount_lagoon_overlight,nucleo_temperature,ntc1_ambient_temp,ntc2_pump1_temp,ntc3_pump2_temp,ntc4_pump3_temp,ntc5_pump4_temp,level_sensor_bioreactor_status,level_sensor_lagoon_status,flow_rate_pump1,flow_rate_pump2,flow_rate_pump3,flow_rate_pump4,sample_row,sample_col,sample_done_flag,Annotations,ts_local
1789563745152,2026-09-16T13:02:25.152788+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2469,0,0.0,1,37.0,36.5,0.03,0,37.0,-173.94,0.0,0,0.0,0,28.0,27.31,62.39,66.71,80.53,97.53,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:25.152000+02:00
1789563746152,2026-09-16T13:02:26.152930+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2462,0,0.0,1,37.0,36.5,0.03,0,37.0,-170.46,0.0,0,0.0,0,28.0,27.3,62.4,66.74,80.52,96.57,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:26.152000+02:00
1789563747153,2026-09-16T13:02:27.153285+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2467,0,0.0,1,37.0,36.5,0.03,0,37.0,-179.46,0.0,0,0.0,0,28.0,27.29,62.41,66.76,80.51,97.07,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:27.153000+02:00
1789563748153,2026-09-16T13:02:28.153157+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2453,0,0.0,1,37.0,36.51,0.03,0,37.0,-183.11,0.0,0,0.0,0,28.0,27.27,62.41,66.79,80.48,97.25,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:28.153000+02:00
1789563749153,2026-09-16T13:02:29.153610+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2462,0,0.0,1,37.0,36.51,0.03,0,37.0,-176.82,0.0,0,0.0,0,28.0,27.27,62.41,66.81,80.4,97.07,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:29.153000+02:00
1789563750153,2026-09-16T13:02:30.153529+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.246,0,0.0,1,37.0,36.52,0.03,0,37.0,-183.74,0.0,0,0.0,0,28.0,27.28,62.42,66.8,80.35,96.79,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:30.153000+02:00
1789563751153,2026-09-16T13:02:31.153921+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.246,0,0.0,1,37.0,36.52,0.03,0,37.0,-182.05,0.0,0,0.0,0,28.0,27.28,62.39,66.76,80.31,96.32,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:31.153000+02:00
1789563752152,2026-09-16T13:02:32.152977+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2462,0,0.0,1,37.0,36.51,0.03,0,37.0,-193.03,0.0,0,0.0,0,26.0,27.29,62.36,66.73,80.3,96.67,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:32.152000+02:00
1789563753153,2026-09-16T13:02:33.153108+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2462,0,0.0,1,37.0,36.51,0.03,0,37.0,-180.57,0.0,0,0.0,0,26.0,27.31,62.35,66.71,80.38,96.21,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:33.153000+02:00
1789563754153,2026-09-16T13:02:34.153598+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2453,0,0.0,1,37.0,36.53,0.03,0,37.0,-181.95,0.0,0,0.0,0,26.0,27.31,62.35,66.72,80.41,96.49,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:34.153000+02:00
1789563755153,2026-09-16T13:02:35.153726+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2455,0,0.0,1,37.0,36.53,0.03,0,37.0,-187.44,0.0,0,0.0,0,26.0,27.31,62.37,66.75,80.4,97.32,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:35.153000+02:00
1789563756152,2026-09-16T13:02:36.152820+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2453,0,0.0,1,37.0,36.53,0.03,0,37.0,-187.98,0.0,0,0.0,0,26.0,27.31,62.37,66.77,80.32,97.03,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:36.152000+02:00
1789563757153,2026-09-16T13:02:37.153183+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2444,0,0.0,1,37.0,36.52,0.03,0,37.0,-178.59,0.0,0,0.0,0,26.0,27.3,62.37,66.81,80.31,96.92,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:37.153000+02:00
1789563758153,2026-09-16T13:02:38.153666+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2455,0,0.0,1,37.0,36.54,0.03,0,37.0,-181.18,0.0,0,0.0,0,26.0,27.3,62.38,66.83,80.29,96.67,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:38.153000+02:00
1789563759154,2026-09-16T13:02:39.154266+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2455,0,0.0,1,37.0,36.54,0.03,0,37.0,-173.34,0.0,0,0.0,0,26.0,27.3,62.39,66.8,80.24,96.36,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:39.154000+02:00
1789563760153,2026-09-16T13:02:40.153239+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2464,0,0.0,1,37.0,36.54,0.03,0,37.0,-182.13,0.0,0,0.0,0,26.0,27.32,62.39,66.78,80.2,95.77,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:40.153000+02:00
1789563761153,2026-09-16T13:02:41.153284+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2464,0,0.0,1,37.0,36.54,0.04,0,37.0,-172.53,0.0,0,0.0,0,26.0,27.33,62.37,66.73,80.19,96.26,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:41.153000+02:00
1789563762153,2026-09-16T13:02:42.153055+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2451,0,0.0,1,37.0,36.55,0.03,0,37.0,-176.44,0.0,0,0.0,0,28.0,27.33,62.39,66.73,80.27,97.31,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:42.153000+02:00
1789563763154,2026-09-16T13:02:43.154809+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2458,0,0.0,1,37.0,36.55,0.03,0,37.0,-166.39,0.0,0,0.0,0,28.0,27.33,62.39,66.71,80.37,98.23,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:43.154000+02:00
1789563764153,2026-09-16T13:02:44.153373+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2471,0,0.0,1,37.0,36.55,0.03,0,37.0,-176.3,0.0,0,0.0,0,28.0,27.31,62.4,66.73,80.42,97.98,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:44.153000+02:00
1789563765152,2026-09-16T13:02:45.152858+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2462,0,0.0,1,37.0,36.56,0.03,0,37.0,-180.63,0.0,0,0.0,0,28.0,27.3,62.43,66.74,80.41,97.96,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:45.152000+02:00
1789563766152,2026-09-16T13:02:46.152815+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2464,0,0.0,1,37.0,36.56,0.03,0,37.0,-178.55,0.0,0,0.0,0,28.0,27.31,62.42,66.76,80.32,97.52,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:46.152000+02:00
1789563767153,2026-09-16T13:02:47.153013+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2455,0,0.0,1,37.0,36.56,0.03,0,37.0,-183.45,0.0,0,0.0,0,27.0,27.32,62.44,66.76,80.17,97.14,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:47.153000+02:00
1789563768153,2026-09-16T13:02:48.153601+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2464,0,0.0,1,37.0,36.56,0.03,0,37.0,-179.27,0.0,0,0.0,0,27.0,27.32,62.43,66.78,80.1,96.98,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:48.153000+02:00
1789563769156,2026-09-16T13:02:49.156731+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2469,0,0.0,1,37.0,36.57,0.03,0,37.0,-182.43,0.0,0,0.0,0,27.0,27.33,62.43,66.81,80.07,96.33,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:49.156000+02:00
1789563770153,2026-09-16T13:02:50.153387+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2464,0,0.0,1,37.0,36.56,0.03,0,37.0,-187.33,0.0,0,0.0,0,27.0,27.33,62.44,66.85,80.06,96.56,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:50.153000+02:00
1789563771153,2026-09-16T13:02:51.153599+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2471,0,0.0,1,37.0,36.56,0.03,0,37.0,-177.63,0.0,0,0.0,0,27.0,27.33,62.45,66.8,80.15,96.46,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:51.153000+02:00
1789563772153,2026-09-16T13:02:52.153293+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2458,0,0.0,1,37.0,36.55,0.03,0,37.0,-184.11,0.0,0,0.0,0,28.0,27.33,62.45,66.74,80.26,95.85,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:52.153000+02:00
1789563773153,2026-09-16T13:02:53.153293+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2462,0,0.0,1,37.0,36.56,0.03,0,37.0,-172.99,0.0,0,0.0,0,28.0,27.31,62.47,66.72,80.31,95.85,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:53.153000+02:00
1789563774153,2026-09-16T13:02:54.153124+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2469,0,0.0,1,37.0,36.57,0.03,0,37.0,-172.79,0.0,0,0.0,0,28.0,27.3,62.46,66.72,80.52,96.02,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:54.153000+02:00
1789563775153,2026-09-16T13:02:55.153534+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2467,0,0.0,1,37.0,36.57,0.03,0,37.0,-183.41,0.0,0,0.0,0,28.0,27.29,62.44,66.71,80.57,96.55,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:55.153000+02:00
1789563776152,2026-09-16T13:02:56.152859+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2471,0,0.0,1,37.0,36.58,0.03,0,37.0,-175.87,0.0,0,0.0,0,28.0,27.3,62.43,66.69,80.63,96.81,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:56.152000+02:00
1789563777153,2026-09-16T13:02:57.153112+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2462,0,0.0,1,37.0,36.58,0.03,0,37.0,-169.83,0.0,0,0.0,0,28.0,27.31,62.43,66.71,80.51,96.53,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:57.153000+02:00
1789563778153,2026-09-16T13:02:58.153677+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2462,0,0.0,1,37.0,36.6,0.03,0,37.0,-172.45,0.0,0,0.0,0,28.0,27.32,62.43,66.73,80.46,97.24,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:58.153000+02:00
1789563779152,2026-09-16T13:02:59.152891+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2464,0,0.0,1,37.0,36.6,0.03,0,37.0,-178.43,0.0,0,0.0,0,28.0,27.31,62.43,66.75,80.43,98.26,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:02:59.152000+02:00
1789563780153,2026-09-16T13:03:00.153759+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2458,0,0.0,1,37.0,36.6,0.03,0,37.0,-182.33,0.0,0,0.0,0,28.0,27.29,62.43,66.77,80.45,97.68,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:00.153000+02:00
1789563781153,2026-09-16T13:03:01.153560+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2453,0,0.0,1,37.0,36.61,0.03,0,37.0,-188.31,0.0,0,0.0,0,28.0,27.31,62.41,66.78,80.47,97.58,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:01.153000+02:00
1789563782153,2026-09-16T13:03:02.153347+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2464,0,0.0,1,37.0,36.6,0.03,0,37.0,-178.94,0.0,0,0.0,0,28.0,27.31,62.4,66.79,80.5,97.4,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:02.153000+02:00
1789563783152,2026-09-16T13:03:03.152864+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2458,0,0.0,1,37.0,36.61,0.03,0,37.0,-180.06,0.0,0,0.0,0,28.0,27.31,62.42,66.79,80.49,98.12,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:03.152000+02:00
1789563784153,2026-09-16T13:03:04.153094+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2458,0,0.0,1,37.0,36.62,0.03,0,37.0,-172.4,0.0,0,0.0,0,28.0,27.32,62.43,66.78,80.52,98.34,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:04.153000+02:00
1789563785153,2026-09-16T13:03:05.153027+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2458,0,0.0,1,37.0,36.61,0.03,0,37.0,-181.6,0.0,0,0.0,0,28.0,27.33,62.44,66.78,80.6,98.55,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:05.153000+02:00
1789563786153,2026-09-16T13:03:06.153655+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2446,0,0.0,1,37.0,36.62,0.03,0,37.0,-179.33,0.0,0,0.0,0,28.0,27.33,62.43,66.75,80.58,98.57,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:06.153000+02:00
1789563787153,2026-09-16T13:03:07.153023+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2444,0,0.0,1,37.0,36.62,0.03,0,37.0,-173.69,0.0,0,0.0,0,28.0,27.33,62.41,66.73,80.58,98.46,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:07.153000+02:00
1789563788153,2026-09-16T13:03:08.153246+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2444,0,0.0,1,37.0,36.62,0.03,0,37.0,-178.69,0.0,0,0.0,0,28.0,27.3,62.38,66.72,80.54,98.05,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:08.153000+02:00
1789563789152,2026-09-16T13:03:09.152860+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2435,0,0.0,1,37.0,36.62,0.03,0,37.0,-179.12,0.0,0,0.0,0,28.0,27.31,62.38,66.72,80.4,98.18,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:09.152000+02:00
1789563790153,2026-09-16T13:03:10.153616+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2451,0,0.0,1,37.0,36.62,0.03,0,37.0,-174.0,0.0,0,0.0,0,28.0,27.32,62.38,66.75,80.43,98.18,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:10.153000+02:00
1789563791153,2026-09-16T13:03:11.153349+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2449,0,0.0,1,37.0,36.63,0.03,0,37.0,-185.08,0.0,0,0.0,0,28.0,27.32,62.4,66.75,80.46,98.17,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:11.153000+02:00
1789563792154,2026-09-16T13:03:12.154479+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2449,0,0.0,1,37.0,36.64,0.03,0,37.0,-176.67,0.0,0,0.0,0,28.0,27.3,62.42,66.8,80.44,97.22,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:12.154000+02:00
1789563793154,2026-09-16T13:03:13.154677+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2455,0,0.0,1,37.0,36.63,0.03,0,37.0,-176.14,0.0,0,0.0,0,28.0,27.28,62.42,66.78,80.45,97.73,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:13.154000+02:00
1789563794152,2026-09-16T13:03:14.152975+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2449,0,0.0,1,37.0,36.63,0.03,0,37.0,-186.38,0.0,0,0.0,0,28.0,27.28,62.41,66.78,80.49,97.5,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:14.152000+02:00
1789563795153,2026-09-16T13:03:15.153246+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2453,0,0.0,1,37.0,36.62,0.03,0,37.0,-193.01,0.0,0,0.0,0,28.0,27.28,62.42,66.75,80.66,97.39,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:15.153000+02:00
1789563796152,2026-09-16T13:03:16.152894+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2442,0,0.0,1,37.0,36.63,0.03,0,37.0,-169.76,0.0,0,0.0,0,27.0,27.27,62.42,66.73,80.67,97.22,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:16.152000+02:00
1789563797152,2026-09-16T13:03:17.152947+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2449,0,0.0,1,37.0,36.63,0.03,0,37.0,-171.65,0.0,0,0.0,0,27.0,27.27,62.42,66.74,80.76,96.75,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:17.152000+02:00
1789563798153,2026-09-16T13:03:18.153691+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2449,0,0.0,1,37.0,36.63,0.03,0,37.0,-181.21,0.0,0,0.0,0,27.0,27.29,62.45,66.76,80.76,95.99,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:18.153000+02:00
1789563799153,2026-09-16T13:03:19.153924+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2446,0,0.0,1,37.0,36.65,0.03,0,37.0,-179.63,0.0,0,0.0,0,27.0,27.29,62.43,66.75,80.76,95.83,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:19.153000+02:00
1789563800152,2026-09-16T13:03:20.152898+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2451,0,0.0,1,37.0,36.64,0.03,0,37.0,-184.57,0.0,0,0.0,0,27.0,27.3,62.39,66.73,80.59,95.94,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:20.152000+02:00
1789563801153,2026-09-16T13:03:21.153410+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.244,0,0.0,1,37.0,36.65,0.03,0,37.0,-168.98,0.0,0,0.0,0,28.0,27.29,62.4,66.73,80.56,96.17,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:21.153000+02:00
1789563802153,2026-09-16T13:03:22.153603+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2446,0,0.0,1,37.0,36.65,0.03,0,37.0,-171.29,0.0,0,0.0,0,28.0,27.29,62.42,66.79,80.52,96.8,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:22.153000+02:00
1789563803154,2026-09-16T13:03:23.154420+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2446,0,0.0,1,37.0,36.66,0.03,0,37.0,-185.67,0.0,0,0.0,0,28.0,27.32,62.44,66.8,80.6,98.09,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:23.154000+02:00
1789563804153,2026-09-16T13:03:24.153404+00:00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1000.0,0.0,0.34,0,1000.0,0.0,0.34,0,0,1,0.2444,0,0.0,1,37.0,36.65,0.03,0,37.0,-180.37,0.0,0,0.0,0,28.0,27.33,62.45,66.8,80.7,98.12,1,0,0.0,0.0,0.0,0.0,0,0,1,,2026-09-16T15:03:24.153000+02:00
